Analyte,Fold Change (Positive/Negative),p-value,Positive Median,Negative Median,log2 Fold Change,#NAME?,Statistical test
NGFR.8374.5,0.804198744,0.0524388,10.93887352,11.25324953,-0.314376012,1.280347252,Linear Model
KIR3DL3.8045.3,0.923826889,0.052487065,7.914119268,8.028424825,-0.114305557,1.279947709,Linear Model
INHBA.13738.8,0.828959045,0.05249257,10.13420158,10.40482885,-0.270627268,1.279902164,Linear Model
SCARF1.5129.12,0.86968452,0.052650523,12.05971105,12.26114699,-0.201435941,1.278597307,Linear Model
NoneX.2891.1,1.102337362,0.052687714,10.56600388,10.42543806,0.140565817,1.278290645,Linear Model
CDKN2D.12376.85,0.776899706,0.052763536,10.99619028,11.36039001,-0.364199729,1.277666108,Linear Model
ZWILCH.18302.204,0.889369026,0.052787858,11.72020812,11.88935406,-0.169145934,1.27746596,Linear Model
IL20RA.5085.18,0.951289996,0.052898881,7.982326866,8.054369754,-0.072042888,1.276553515,Linear Model
NLGN3.8941.4,1.113341491,0.052933077,8.2273758,8.072479627,0.154896173,1.276272857,Linear Model
UBB.6651.74,0.877948072,0.053019577,15.32612514,15.51391763,-0.187792484,1.275563739,Linear Model
RAB5B.19222.124,0.815396914,0.053038803,14.41578927,14.71021487,-0.294425599,1.275406287,Linear Model
SFTA2.10580.14,0.926878359,0.053094745,7.998490811,8.10803889,-0.109548079,1.274948458,Linear Model
MPST.12686.15,0.932125864,0.053172919,9.622054273,9.723457595,-0.101403322,1.274309498,Linear Model
CLTC.13711.10,1.049243043,0.053347064,9.576183269,9.506834372,0.069348897,1.272889475,Linear Model
CLPSL2.7767.1,1.075471441,0.053517941,10.10025252,9.995283307,0.104969215,1.2715006,Linear Model
BMP3.16748.1,0.939020835,0.053568721,10.90259917,10.9933701,-0.090770927,1.271088723,Linear Model
SGTA.3868.8,0.760089677,0.053579748,12.20709243,12.60285088,-0.395758454,1.270999335,Linear Model
ASGR1.5452.71,0.778626267,0.05378974,11.31469161,11.67568869,-0.360997081,1.269300552,Linear Model
S100A11.14011.17,0.791780139,0.054071898,11.56431472,11.90114294,-0.336828216,1.267028389,Linear Model
DPT.4979.34,0.854521805,0.054145768,10.41089771,10.6377085,-0.226810789,1.26643548,Linear Model
TLR5.18935.14,1.20303785,0.054466503,11.95798814,11.69130611,0.266682033,1.263870507,Linear Model
TMEM52.11186.12,1.112229922,0.054483107,8.512278239,8.358823184,0.153455055,1.263738136,Linear Model
DDX19A.18813.15,0.810337786,0.0544914,8.66085966,8.96426434,-0.30340468,1.263672036,Linear Model
PYGL.11441.11,1.297099288,0.054631219,13.50187874,13.12658983,0.375288917,1.262559106,Linear Model
TXNDC12.19334.62,0.80345409,0.054674861,12.31795176,12.63366427,-0.315712505,1.262212314,Linear Model
FLT1.8231.122,0.78975625,0.054721934,8.310432814,8.650953459,-0.340520645,1.261838563,Linear Model
ARHGDIA.6454.38,1.104409523,0.054827339,9.90145943,9.758184197,0.143275234,1.26100283,Linear Model
SRC.5488.74,0.804394957,0.054827505,14.22942655,14.5434506,-0.314024058,1.261001519,Linear Model
LGR4.16304.6,0.902012933,0.054927467,9.924699078,10.07347905,-0.148779975,1.26021043,Linear Model
ADH7.11377.19,0.829892367,0.054956772,11.01001228,11.27901614,-0.269003856,1.259978785,Linear Model
NPLOC4.12993.21,0.777347344,0.055029848,12.02794921,12.39131792,-0.363368709,1.259401686,Linear Model
TACSTD2.14034.22,1.04119127,0.055223683,8.915281975,8.857046855,0.05823512,1.257874631,Linear Model
PRKACA.3466.8,0.738552346,0.055271942,12.38539802,12.82262594,-0.437227917,1.257495279,Linear Model
NLGN2.9772.153,0.895804407,0.055281252,8.265622592,8.424366923,-0.158744331,1.257422129,Linear Model
YWHAG.8901.40,0.827443618,0.055443031,13.99913841,14.2724055,-0.273267085,1.256153032,Linear Model
RAD23B.12522.6,0.85199725,0.055601821,12.84096509,13.07204441,-0.23107932,1.254910984,Linear Model
PGF.3078.1,1.056167057,0.055621811,8.880467726,8.801629678,0.078838048,1.254754872,Linear Model
PSME2.17694.32,1.254128401,0.055704657,11.701647,11.37496194,0.326685063,1.254108499,Linear Model
COA3.7888.58,1.069141833,0.055795421,11.06145922,10.96500597,0.096453255,1.253401444,Linear Model
MUTED.19116.1,1.066123154,0.055816653,9.497202826,9.404828725,0.092374102,1.253236206,Linear Model
HSPH1.17704.74,1.199506664,0.055827579,10.05946875,9.797027578,0.262441172,1.253151208,Linear Model
DTD1.19194.9,0.785738298,0.055917875,13.67817122,14.02605044,-0.347879214,1.252449338,Linear Model
THBS2.14111.15,0.923170899,0.055961796,8.943232942,9.058563289,-0.115330348,1.252108355,Linear Model
PRSS22.4534.10,0.886252171,0.056079107,9.942193619,10.11640446,-0.174210838,1.251198914,Linear Model
FBP1.7206.20,1.434077659,0.056133561,13.28668759,12.76656444,0.520123152,1.250777403,Linear Model
ST13.18387.7,0.846944725,0.056220532,14.72332027,14.96298055,-0.239660278,1.250105046,Linear Model
PRSS8.15513.108,0.895146673,0.05628943,10.67951948,10.83932348,-0.159804003,1.249573146,Linear Model
POLR1C.12939.1,0.860510968,0.056413956,9.68440945,9.901143964,-0.216734514,1.248613446,Linear Model
ARHGAP25.11333.82,0.764442188,0.056465117,13.70800963,14.09553032,-0.387520696,1.248219771,Linear Model
CFHR4.6471.53,0.664537662,0.056740345,13.49719281,14.08676994,-0.589577129,1.246108025,Linear Model
CTNNA2.9872.23,1.058492589,0.056766185,9.426921081,9.344909913,0.082011168,1.245910295,Linear Model
GPNMB.8606.39,0.867067781,0.056799329,8.821717383,9.0275007,-0.205783317,1.245656794,Linear Model
SLC25A18.5280.68,1.082596752,0.056860643,8.447702443,8.333206478,0.114495965,1.245188232,Linear Model
GALE.11457.53,1.12362192,0.056931877,9.483670787,9.315514112,0.168156674,1.244644501,Linear Model
NNMT.19376.74,1.32292427,0.056952581,10.83149873,10.42776825,0.403730478,1.244486591,Linear Model
TNFSF4.2839.2,1.073207586,0.057058276,7.982117272,7.880188115,0.101929157,1.243681352,Linear Model
NANP.16863.47,1.103998873,0.057180395,9.902359368,9.759620668,0.1427387,1.242752847,Linear Model
PON1.4261.55,1.086986694,0.057322122,8.520236862,8.399902582,0.12033428,1.24167774,Linear Model
HMOX2.2622.18,1.144890069,0.057347266,8.798830994,8.603621915,0.195209078,1.241487281,Linear Model
PAX4.12398.15,1.116331534,0.057519685,8.836342492,8.677576942,0.15876555,1.240183499,Linear Model
FAM19A3.7839.99,0.894024222,0.057526287,9.642532716,9.804146891,-0.161614175,1.240133659,Linear Model
KLK6.3450.4,0.842170303,0.05770372,11.54414739,11.79196348,-0.247816092,1.238796192,Linear Model
FANCF.11336.9,1.047058871,0.057864386,8.70961985,8.64327729,0.06634256,1.237588654,Linear Model
WFDC1.9316.67,0.822838505,0.057892194,11.71417756,11.99549634,-0.281318788,1.237379993,Linear Model
APOL3.16823.75,1.244301575,0.057972249,10.88646165,10.57112546,0.315336186,1.236779854,Linear Model
PRDX1.3855.56,0.822646678,0.058008884,14.81907915,15.10073431,-0.28165516,1.236505487,Linear Model
SHH.2743.5,0.841794529,0.05803648,7.946997412,8.195457373,-0.248459961,1.236298938,Linear Model
LILRA4.8299.66,0.882157882,0.058103691,10.88284539,11.0637366,-0.180891212,1.235796275,Linear Model
RGS8.11666.72,0.899968036,0.05822986,11.67837636,11.83043069,-0.152054332,1.234854254,Linear Model
PCDHB2.10748.216,0.925333809,0.058403499,8.95637009,9.068324282,-0.111954192,1.233561132,Linear Model
RGS4.17855.28,0.935481901,0.058407774,8.923645164,9.019863517,-0.096218353,1.233529341,Linear Model
IGLL1.6485.59,0.773680142,0.058570884,10.51324044,10.88343129,-0.37019085,1.232318221,Linear Model
RGS10.11634.32,0.794701713,0.05858481,14.8442377,15.17575234,-0.331514641,1.232214976,Linear Model
FKBP6.12529.32,1.113157062,0.058653572,11.69519774,11.54054058,0.154657165,1.231705538,Linear Model
SUMO3.14623.26,0.829443302,0.058725763,13.81240454,14.08218926,-0.269784729,1.231171328,Linear Model
TNS2.11667.29,1.065515393,0.058815842,8.28489635,8.193344915,0.091551435,1.230505679,Linear Model
LRRC37A2.8897.3,1.043616136,0.059020153,9.501624347,9.440033191,0.061591156,1.228999666,Linear Model
DLL4.3305.6,0.90475455,0.059299112,9.34524358,9.489645217,-0.144401638,1.226951814,Linear Model
ERVV1.12531.5,0.924770493,0.059310794,9.686942289,9.799775017,-0.112832728,1.226866265,Linear Model
CDC2.CCNB1.3422.4,1.074831219,0.059366853,9.003086876,8.898976746,0.10411013,1.226455969,Linear Model
PCDHGA2.7175.4,1.125576723,0.059424568,8.943863075,8.773198676,0.170664399,1.226033968,Linear Model
RAB5C.14287.6,0.835057947,0.059653363,14.49376745,14.75381923,-0.260051781,1.224365066,Linear Model
IL11.4493.92,1.124876016,0.05971587,8.472921202,8.303155206,0.169765997,1.223910236,Linear Model
SPTLC1.7886.26,1.141197812,0.05972337,11.41579433,11.22524545,0.190548887,1.223855692,Linear Model
VPS4A.11476.43,0.802110886,0.059727487,11.50833209,11.82645849,-0.318126402,1.223825756,Linear Model
PRKCA.2644.11,0.763716564,0.059750664,13.56104689,13.94993767,-0.38889078,1.223657261,Linear Model
APRT.10088.37,0.731445739,0.059767392,11.56958273,12.02075998,-0.45117725,1.223535697,Linear Model
ORC6L.12389.4,1.057299181,0.059893642,10.30205995,10.22167628,0.080383671,1.222619276,Linear Model
POMK.10582.36,0.870562753,0.059959761,8.121127454,8.321107254,-0.1999798,1.222140108,Linear Model
CASP3.3593.72,0.743433698,0.060058495,12.69378422,13.12150824,-0.427724012,1.221425553,Linear Model
RNF34.13386.248,1.052064519,0.060319165,9.574523777,9.501300595,0.073223182,1.219544677,Linear Model
HNRNPM.12783.29,0.840938951,0.06056693,11.23638792,11.48631494,-0.249927024,1.217764442,Linear Model
ADAM29.13549.15,1.063218445,0.060577576,9.626994029,9.538555991,0.088438038,1.217688112,Linear Model
LGALS2.3033.57,1.117813892,0.060681858,9.07021276,8.90953275,0.16068001,1.216941129,Linear Model
TARDBP.12046.51,0.94042272,0.060690272,9.057393781,9.146012483,-0.088618701,1.216880916,Linear Model
KRT17.12923.51,0.92820023,0.060708169,10.17739227,10.28488431,-0.10749204,1.216752869,Linear Model
YEATS4.17474.106,1.070459412,0.0607896,8.840427693,8.742197598,0.098230096,1.216170711,Linear Model
STX8.10903.50,0.801959869,0.060886484,11.48093927,11.79933732,-0.318398051,1.215479105,Linear Model
SPINK6.5731.1,0.864005867,0.060997943,8.680200377,8.891087364,-0.210886987,1.214684811,Linear Model
RAP1GAP.13735.1,0.931547142,0.06117504,9.025858275,9.12815759,-0.102299315,1.213425737,Linear Model
PTK6.3832.51,1.053601344,0.061376627,7.894241788,7.818912697,0.075329091,1.211996985,Linear Model
GLCE.7808.5,0.883647282,0.061476538,10.45735674,10.63581422,-0.178457479,1.211290594,Linear Model
CBX1.18817.50,0.870618443,0.061509977,9.221582197,9.42146971,-0.199887513,1.211054433,Linear Model
TPO.3873.51,1.101281163,0.061529202,11.30629088,11.16710804,0.139182844,1.210918718,Linear Model
S100A2.11969.5,0.950562813,0.061671132,8.635012311,8.708158443,-0.073146132,1.209918078,Linear Model
RPS6KB1.15608.5,0.821205886,0.061686239,10.3920728,10.67625693,-0.284184127,1.209811709,Linear Model
TREML2.5736.1,0.869074512,0.061816611,11.78822286,11.99067108,-0.20244822,1.208894808,Linear Model
LANCL1.13986.6,0.792443967,0.061855702,11.27440056,11.61001972,-0.335619168,1.208620257,Linear Model
TICAM2.17696.1,0.950916943,0.061869202,8.989495311,9.06210407,-0.072608759,1.208525485,Linear Model
ANXA1.4960.72,0.725508531,0.061880663,12.92619312,13.38912864,-0.462935516,1.208445044,Linear Model
CD226.5062.60,1.106005141,0.062223739,10.51984501,10.37448692,0.145358091,1.206043895,Linear Model
CASC4.10613.33,1.227251689,0.062301801,10.48809915,10.19266799,0.295431152,1.2054994,Linear Model
CCL11.5301.7,0.815677298,0.062315576,12.45462004,12.74854963,-0.293929596,1.205403385,Linear Model
PES1.4267.81,1.121383331,0.062392322,8.440291716,8.275012186,0.16527953,1.204868852,Linear Model
TSG101.13044.5,0.765529742,0.062450992,12.18962846,12.57509812,-0.385469666,1.204460658,Linear Model
LAMP1.16902.17,0.878758429,0.062586817,10.03699699,10.22345847,-0.186461472,1.203517133,Linear Model
ZAP70.3837.6,0.889663276,0.062693181,9.747799686,9.91646838,-0.168668694,1.202779697,Linear Model
DNAJC4.8016.19,0.906200795,0.062914732,9.213604536,9.355701874,-0.142097339,1.201247651,Linear Model
MAPK3.2855.49,0.810816868,0.06299438,13.35119477,13.65374677,-0.302551992,1.200698191,Linear Model
DLK1.8380.244,0.951718855,0.063056408,9.123167742,9.194560384,-0.071392642,1.20027077,Linear Model
TIMP3.2480.58,1.264724934,0.063154192,14.0843245,13.74550085,0.338823646,1.199597819,Linear Model
PECR.17776.15,1.0650379,0.06316914,9.772529002,9.681624231,0.09090477,1.199495037,Linear Model
PSME3.5204.13,1.063260137,0.063183021,8.197734481,8.109239871,0.08849461,1.19939961,Linear Model
GABARAPL2.12494.99,0.785970651,0.063240755,11.67075326,12.01820592,-0.347452654,1.199002956,Linear Model
MMP1.4924.32,0.759169533,0.063330954,13.12918008,13.52668608,-0.397506,1.198383971,Linear Model
KLRC3.11571.75,0.905894951,0.063452588,10.88544566,11.02802999,-0.142584332,1.197550657,Linear Model
C6orf89.10885.36,0.942344494,0.063503659,10.14342051,10.22909404,-0.085673531,1.197201253,Linear Model
ANGPTL4.3796.79,1.12952485,0.063520937,11.8765176,11.70080159,0.17571601,1.197083102,Linear Model
RUFY1.11425.31,1.073181007,0.06355401,11.12684522,11.02495179,0.101893427,1.196857044,Linear Model
DLG3.7897.75,1.083905083,0.063581332,8.76336092,8.647122494,0.116238426,1.196670377,Linear Model
FGF8.17166.4,1.062849509,0.06372847,8.624648612,8.536711274,0.087937338,1.19566651,Linear Model
EIF3J.13497.34,0.803424313,0.063751468,11.90398842,12.2197544,-0.315765974,1.195509808,Linear Model
TGM4.18933.4,0.922520146,0.063845287,8.384129613,8.500477291,-0.116347678,1.194871155,Linear Model
PIM1.5359.65,1.058884396,0.064290149,10.13889078,10.05634569,0.082545091,1.19185557,Linear Model
SLC6A9.11653.69,0.935318923,0.064378067,6.532455999,6.628925718,-0.096469719,1.191262069,Linear Model
EDDM3A.9536.16,0.889811791,0.064424315,11.28933118,11.45775906,-0.168427879,1.190950189,Linear Model
EIF4A1.18829.4,0.797654709,0.0645225,13.4376241,13.76378783,-0.326163732,1.190288812,Linear Model
CD69.16618.7,1.196750451,0.064542241,7.54405128,7.28492893,0.25912235,1.190155962,Linear Model
LRIT3.11534.6,0.95662136,0.064641488,8.39023904,8.454219131,-0.06398009,1.189488656,Linear Model
HNRNPK.19333.4,0.809203668,0.064766527,13.24749747,13.55292271,-0.305425236,1.188649393,Linear Model
ASF1A.18172.71,1.096013301,0.06480064,10.05503101,9.922765704,0.132265307,1.188420704,Linear Model
ZBTB33.12785.49,1.067697787,0.064852868,7.28220865,7.187705301,0.094503349,1.188070811,Linear Model
MAPK8.3825.18,0.85013922,0.06487574,9.534000096,9.768229072,-0.234228977,1.187917673,Linear Model
DTD2.18280.29,0.829817642,0.064962722,11.35200008,11.62113385,-0.269133765,1.187335785,Linear Model
RACGAP1.13587.10,0.820247683,0.065006113,10.16646904,10.45233752,-0.285868482,1.187045799,Linear Model
NACA.3854.24,0.773907084,0.065045923,12.55064553,12.92041326,-0.36976773,1.18677992,Linear Model
CECR1.6077.63,1.216340805,0.065149465,14.12188167,13.83933416,0.282547513,1.186089147,Linear Model
GALNT11.8700.325,1.054968639,0.065155158,10.46673378,10.38953367,0.077200113,1.1860512,Linear Model
MYBPC1.7648.9,0.804474724,0.06527632,10.02905195,10.34293296,-0.313881002,1.185244339,Linear Model
PNKP.13657.2,0.791242416,0.065307241,9.995824289,10.33363262,-0.337808328,1.185038661,Linear Model
CARTPT.5743.82,1.053718734,0.065506828,8.265625817,8.190135993,0.075489824,1.183713428,Linear Model
SIGIRR.8326.63,0.930689337,0.0656521,9.643362261,9.746990678,-0.103628417,1.182751374,Linear Model
MPZL2.9372.157,0.887861002,0.06566172,9.709598058,9.881192318,-0.171594259,1.182687745,Linear Model
PELO.12431.13,0.912300252,0.065700506,10.79244871,10.92486809,-0.132419379,1.182431285,Linear Model
MED4.14021.81,0.925813616,0.065723887,9.838274351,9.949480665,-0.111206314,1.182276763,Linear Model
FSTL3.3438.10,0.858187227,0.065736694,12.17406984,12.3947055,-0.220635666,1.182192139,Linear Model
ETV5.13403.5,1.06485573,0.065827271,7.683395544,7.592737561,0.090657983,1.18159415,Linear Model
UBD.17772.7,1.048510385,0.065986138,11.04673743,10.97839627,0.068341151,1.180547287,Linear Model
MMEL1.3627.71,1.069175774,0.066057117,9.791631209,9.695132155,0.096499053,1.180080386,Linear Model
CD8B.9310.2,0.895314386,0.066129768,10.27854974,10.43808347,-0.159533727,1.179602998,Linear Model
LRP4.19558.10,0.881218421,0.066298712,11.5943542,11.77678264,-0.182428441,1.178494911,Linear Model
IL34.4556.10,0.842283374,0.066602283,11.19802872,11.44565113,-0.247622406,1.176510884,Linear Model
IRF6.9999.1,0.831944778,0.066697162,10.75381215,11.01925248,-0.265440324,1.175892647,Linear Model
LCN8.5643.2,0.91491702,0.066741516,8.516786325,8.645073518,-0.128287194,1.175603933,Linear Model
RLN2.6621.10,0.912031842,0.066812162,10.70402528,10.83686918,-0.1328439,1.175144472,Linear Model
GAL.15390.3,1.056883366,0.066851044,10.05344232,9.973626143,0.079816174,1.174891809,Linear Model
CCL20.2468.62,1.075314277,0.066956035,7.097379577,6.992621206,0.104758371,1.174210275,Linear Model
DEFB106A.5664.57,0.939229547,0.067032774,8.478118716,8.568569015,-0.0904503,1.173712806,Linear Model
LTBP4.13133.73,0.837248735,0.067108307,13.45912055,13.71539236,-0.256271804,1.173223716,Linear Model
KPNA4.12698.72,1.080953691,0.067342687,9.914392839,9.802088121,0.112304718,1.171709558,Linear Model
RNF146.11401.181,0.942000437,0.067450122,10.32900619,10.41520656,-0.086200367,1.171017261,Linear Model
AKR1C4.18397.5,0.689428101,0.067616733,11.27842897,11.81495696,-0.53652799,1.169945815,Linear Model
AP2A2.13621.31,0.855473373,0.06766428,14.66224051,14.88744566,-0.225205145,1.169640535,Linear Model
CXCL17.9495.10,0.930439548,0.067998736,8.991021972,9.095037647,-0.104015675,1.167499158,Linear Model
ACADL.17857.6,0.953677621,0.068019575,8.377152952,8.445579383,-0.068426431,1.167366088,Linear Model
KCNG4.13525.17,0.92822566,0.068317144,10.98329307,11.09074558,-0.107452515,1.165470296,Linear Model
STX7.8274.64,0.808147812,0.068576441,13.17023068,13.47753959,-0.307308905,1.163825058,Linear Model
HARS.17450.51,0.828486999,0.068644032,14.8660733,15.13752234,-0.271449037,1.163397214,Linear Model
PFDN1.19242.21,1.068276414,0.068752548,9.893367367,9.798082377,0.09528499,1.162711204,Linear Model
CHIT1.3600.2,0.773952493,0.068798537,8.648954628,9.01863771,-0.369683082,1.162420799,Linear Model
COLEC10.6558.5,0.956827135,0.068975136,10.00358993,10.06725972,-0.063669791,1.161307434,Linear Model
IL13.3072.4,1.0484908,0.069022877,9.818906822,9.75059262,0.068314202,1.161006944,Linear Model
MRPL2.19132.1,1.063138175,0.069051782,9.526487162,9.438158047,0.088329114,1.160825107,Linear Model
HSP90AA1.2625.53,1.287549806,0.069054412,12.73062553,12.36599728,0.364628241,1.160808568,Linear Model
ST8SIA4.7038.45,0.784123976,0.069166659,9.759903203,10.11074953,-0.350846322,1.160103205,Linear Model
UQCRB.12957.62,0.94186106,0.069180406,8.004301069,8.090714911,-0.086413841,1.160016894,Linear Model
IL1RL2.2994.71,0.938032552,0.069193063,9.382076599,9.474366706,-0.092290106,1.159937443,Linear Model
SEMA4D.5737.61,1.132408426,0.0692322,10.49447339,10.315079,0.179394389,1.159691864,Linear Model
RNASET2.16913.8,1.151247755,0.069305455,10.67787112,10.47467277,0.203198343,1.159232583,Linear Model
PPIL1.9884.8,0.849081481,0.069306996,7.06312766,7.299152748,-0.236025088,1.159222924,Linear Model
ROBO1.5740.17,0.848649702,0.069353969,12.51380675,12.75056567,-0.236758922,1.158928681,Linear Model
PLTP.15475.4,0.855009692,0.06938715,13.42925929,13.65524661,-0.225987321,1.15872095,Linear Model
ANP32B.4194.26,0.908087106,0.069572492,8.992748955,9.13184636,-0.139097405,1.15756244,Linear Model
GNRH2.10708.3,1.133453837,0.069625937,7.771477913,7.590752279,0.180725634,1.157228947,Linear Model
CCL26.9168.31,1.066439842,0.069737357,9.569657854,9.476855269,0.092802586,1.156534518,Linear Model
HDAC2.18897.31,0.803359504,0.069745094,11.14648948,11.46237184,-0.315882356,1.156486335,Linear Model
XCL2.15617.8,0.920503956,0.069820926,10.90920093,11.0287051,-0.119504174,1.156014397,Linear Model
S100A10.15318.75,0.864540071,0.069837653,10.71938739,10.92938265,-0.209995261,1.155910364,Linear Model
PIP4K2B.18232.42,0.793859517,0.06985368,13.73786146,14.07090582,-0.333044366,1.155810711,Linear Model
C4orf32.9490.3,0.893425112,0.06994175,10.61881403,10.78139532,-0.162581288,1.155263506,Linear Model
CEBPG.19572.10,1.063077775,0.070244289,8.333997656,8.245750507,0.088247149,1.153388981,Linear Model
DKKL1.16309.30,0.873158882,0.070249742,9.865663539,10.06134744,-0.195683901,1.153355267,Linear Model
EEF1D.17826.341,0.825190829,0.070562372,15.25191231,15.52911261,-0.277200308,1.151426826,Linear Model
CRIP2.9053.16,0.903957801,0.07057109,10.33160481,10.47727748,-0.14567267,1.151373176,Linear Model
HSD17B8.19491.11,1.172452427,0.070584445,10.75943301,10.52990362,0.229529386,1.151290997,Linear Model
CCL1.2770.51,0.842319641,0.070706609,11.8880085,12.13556879,-0.247560288,1.150539988,Linear Model
PMM2.17794.6,0.762968217,0.070820303,12.67558758,13.06589272,-0.390305136,1.149842221,Linear Model
PRPSAP2.19150.20,0.835590119,0.070959024,14.85266265,15.11179531,-0.259132662,1.148992365,Linear Model
APOA1.2750.3,0.869898309,0.071066436,12.99772926,13.1988106,-0.201081335,1.148335465,Linear Model
TBXAS1.8098.37,0.896712423,0.071331465,10.04071688,10.19799959,-0.15728271,1.146718854,Linear Model
PPP2R5A.13622.16,0.824244961,0.071357764,14.18885677,14.46771171,-0.278854933,1.146558769,Linear Model
THPO.8059.1,0.811077903,0.071457308,9.926058351,10.22814596,-0.302087605,1.14595335,Linear Model
SAA1.15515.2,1.670401031,0.071547362,15.87353317,15.13333866,0.740194507,1.145406374,Linear Model
KPNB1.3887.90,0.77727495,0.071583138,13.56261517,13.92611824,-0.363503073,1.145189267,Linear Model
NR5A2.12444.39,1.051954369,0.071843272,8.859972448,8.786900322,0.073072126,1.143613894,Linear Model
DCLK3.7826.1,0.94993013,0.071870814,8.397328387,8.471435079,-0.074106692,1.143447435,Linear Model
HTRA1.15594.47,1.148507622,0.071907992,14.3491767,14.14941627,0.199760431,1.143222838,Linear Model
FGF19.13724.27,0.771523607,0.072224832,11.76492062,12.13913842,-0.374217795,1.141313461,Linear Model
TLR4.LY96.3647.49,0.898281839,0.072232487,11.15780704,11.31256697,-0.154759929,1.14126743,Linear Model
PRKCB.5475.10,0.822114141,0.072449874,15.32394271,15.6065321,-0.282589385,1.139962363,Linear Model
ENOX1.12933.17,0.85675144,0.07251387,7.986565833,8.209617217,-0.223051384,1.139578916,Linear Model
SNX5.18327.6,0.837372666,0.072657903,10.82730795,11.08336622,-0.256058269,1.13871714,Linear Model
GNLY.3195.50,1.212578892,0.072885398,10.62414796,10.34606935,0.278078614,1.137359468,Linear Model
IFNA5.6210.100,0.939772684,0.073040973,9.140394258,9.230010519,-0.089616261,1.136433452,Linear Model
ADAMTS5.3168.8,1.059380459,0.073330905,8.34075419,8.257533387,0.083220803,1.134712954,Linear Model
STUB1.11350.30,0.881470335,0.07360569,9.5787316,9.760747678,-0.182016077,1.133088614,Linear Model
ZDHHC14.11677.17,0.942669084,0.073699507,7.161884521,7.247061202,-0.085176682,1.132535416,Linear Model
MSR1.11207.3,0.918188993,0.073699686,9.059936304,9.183073261,-0.123136957,1.132534362,Linear Model
NUTF2.19219.71,0.848449818,0.073729406,11.16391197,11.40101073,-0.237098761,1.132359266,Linear Model
NT5C3L.19135.5,0.894842499,0.073987322,10.29660213,10.45689645,-0.160294319,1.130842691,Linear Model
SEMA3A.3222.11,1.081080405,0.074044954,9.828796493,9.716322665,0.112473827,1.130504532,Linear Model
PPIF.5248.68,0.75187924,0.074199218,13.78490755,14.19633468,-0.411427126,1.129600671,Linear Model
PHPT1.16882.27,0.827558169,0.074206209,13.28621756,13.55928493,-0.273067373,1.129559754,Linear Model
SERPINB1.10737.96,0.826293818,0.074319513,12.59824522,12.87351844,-0.275273221,1.128897145,Linear Model
GMFB.17784.23,0.806460986,0.07435377,11.75354036,12.06386371,-0.310323352,1.128697009,Linear Model
NAPB.12655.30,0.952720898,0.074559614,10.52054591,10.59042037,-0.069874461,1.127496348,Linear Model
CPXM1.6255.74,0.807416758,0.074638037,11.68743313,11.9960477,-0.308614565,1.127039793,Linear Model
CREB3L2.17336.54,1.073716409,0.07467867,7.911103818,7.80849082,0.102612997,1.126803424,Linear Model
SNTA1.19274.80,0.784014604,0.074722678,12.15362549,12.50467306,-0.351047568,1.126547569,Linear Model
ADSSL1.13998.26,1.270041757,0.074841586,10.30486304,9.959987104,0.344875932,1.125857016,Linear Model
SLC5A5.12826.5,0.752761803,0.074849295,10.78219888,11.19193355,-0.40973467,1.125812284,Linear Model
BPIFA1.6473.55,1.048498697,0.075076518,9.563908428,9.495583359,0.068325068,1.124495878,Linear Model
FDCSP.17346.61,1.085343125,0.075079716,9.248577955,9.13042674,0.118151215,1.124477379,Linear Model
NUDT2.16583.8,0.776053466,0.075190659,12.67134885,13.0371209,-0.365772046,1.123836107,Linear Model
EID3.8079.39,0.935563758,0.075234357,7.837769688,7.933861808,-0.096092119,1.123583788,Linear Model
RAB22A.12408.333,0.837725468,0.075388353,9.927232859,10.18268342,-0.25545056,1.122695747,Linear Model
CYP3A4.7879.12,0.909896494,0.075560362,9.360911,9.497136655,-0.136225655,1.121705968,Linear Model
DNAJC17.14655.1,0.839427925,0.075612934,9.703206272,9.955727909,-0.252521637,1.121403908,Linear Model
STK24.12617.2,0.821093933,0.07573339,14.59703896,14.88141978,-0.284380819,1.120712602,Linear Model
DGCR6.9444.70,0.949359267,0.07597473,9.035005061,9.109979005,-0.074973944,1.119330836,Linear Model
GDF15.4374.45,0.7576411,0.076260608,14.14075946,14.54117296,-0.4004135,1.117699737,Linear Model
LTBR.2636.10,0.829250349,0.076322287,13.25879676,13.52891714,-0.27012038,1.117348624,Linear Model
SMURF2.13985.12,0.957398903,0.076354324,8.628182224,8.690990165,-0.062807941,1.117166366,Linear Model
ARHGAP1.9815.5,0.862134436,0.076356273,9.435853811,9.649869054,-0.214015243,1.117155276,Linear Model
GAPDHS.8004.15,0.907616497,0.076361145,8.116292892,8.256138155,-0.139845264,1.117127571,Linear Model
ARL6IP5.13503.19,0.737066784,0.076387274,12.23349042,12.67362317,-0.44013275,1.116978987,Linear Model
TPT1.3872.2,0.773872233,0.076622128,12.54744379,12.91727649,-0.3698327,1.115645791,Linear Model
ENPP7.4435.66,0.706960305,0.076657806,12.83177775,13.33207663,-0.500298884,1.115443614,Linear Model
PDXK.11098.1,0.796955085,0.076673523,9.452308659,9.779738335,-0.327429676,1.115354582,Linear Model
FRS2.13025.4,1.032084657,0.076911978,8.899549834,8.853988521,0.045561313,1.114006021,Linear Model
TF.4162.54,0.948512991,0.077560791,17.4920491,17.56830966,-0.076260561,1.110357769,Linear Model
