"","statistic","df","p.value","conf_int_lower","conf_int_upper","estimate_mean_x","estimate_mean_y","null.value","stderr","side","method","data.name","gene","protein","adj.p","fc"
"1",0.366350953129227,24.6602528170471,0.71722765416856,-0.269037584415542,0.385360713776459,0.140862532375726,0.0827009676952679,0,0.158759146615192,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","FLG2","ENSP00000373370.4",0.801754918982911,0.0581615646804582
"2",-0.316343336020736,23.0090779189682,0.754593959304497,-0.363808980938396,0.267296880062154,-0.096061478428967,-0.047805427990846,0,0.152543281123386,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","KRT10","ENSP00000269576.5;ENSP00000490524.2",0.828144758545774,-0.048256050438121
"3",-0.730426069886013,22.7374059707635,0.472589474259477,-0.28712393888004,0.137343674138523,0.0126801062703304,0.0875702386410889,0,0.102529380396356,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","DSG1","ENSP00000257192.4",0.588481035330613,-0.0748901323707586
"4",-2.51028650022595,5.38656758034241,0.0503700979220435,-0.769018755925865,0.000885421921321915,-0.0258623103251815,0.35820435667709,0,0.152997144735353,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","DPYSL2","ENSP00000427985.2;ENSP00000427954.1;ENSP00000309539.5;ENSP00000431117.1",0.111833159748449,-0.384066667002272
"5",-4.87877119829878,8.83160493229757,0.000921898957171419,-0.682151123242723,-0.249097482068149,-0.0692333200027598,0.396390982652676,0,0.0954388479660202,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","IL1R2","ENSP00000330959.3;ENSP00000377066.2;ENSP00000408415.1;ENSP00000414611.1",0.00594224001742012,-0.465624302655436
"6",-4.7061798986935,8.42414142420675,0.00132917423039396,-0.539052273150621,-0.186585530602182,0.00206567797122185,0.364884579847623,0,0.0770941421039014,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","APOM","ENSP00000397018.1;ENSP00000403062.1;ENSP00000389591.2;ENSP00000395189.2;ENSP00000383021.3;ENSP00000372930.4;ENSP00000413055.2;ENSP00000416335.2;ENSP00000394610.2;ENSP00000392489.1;ENSP00000393581.1;ENSP00000401684.2;ENSP00000414574.2;ENSP00000392021.2;ENSP00000398944.2;ENSP00000412182.1;ENSP00000413446.1;ENSP00000405730.2;ENSP00000365083.2;ENSP00000365085.4;ENSP00000365081.3",0.00767727583074953,-0.362818901876401
"7",0.78943436555242,23.7145252593198,0.437680518895352,-0.199710617467137,0.446866793407991,-0.0801549404634718,-0.203733028433899,0,0.156540041025388,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","NPPA","ENSP00000365663.3;ENSP00000365659.1",0.555830615884199,0.123578087970427
"8",-2.76818899289103,7.09927443977065,0.0273792009613392,-0.841155216603106,-0.0673188795291177,-0.09833373250695,0.355903315559162,0,0.164091775970729,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","PCYOX1","ENSP00000404327.1;ENSP00000413178.1;ENSP00000387654.2;ENSP00000264441.5;ENSP00000408751.1",0.0708989789086207,-0.454237048066112
"9",-0.782680835899354,6.52143624763549,0.461283336046156,-0.926632579583033,0.470917129624152,0.107238258203441,0.335095983182882,0,0.291124701830237,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","CES3","ENSP00000377602.1;ENSP00000456203.1;ENSP00000304782.4;ENSP00000457547.1;ENSP00000445559.1",0.578310820878162,-0.22785772497944
"10",-3.92723515318813,8.60588367114023,0.00378966473507227,-0.609993990115368,-0.162118977260648,-0.134790604902039,0.251265878785969,0,0.0983023599629899,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","CTSS","ENSP00000506001.1;ENSP00000505326.1;ENSP00000506248.1;ENSP00000505113.1;ENSP00000357981.3;ENSP00000475176.2;ENSP00000475557.2;ENSP00000505359.1;ENSP00000505020.1;ENSP00000475812.2;ENSP00000506603.1;ENSP00000504934.1;ENSP00000408414.2;ENSP00000505313.1;ENSP00000504885.1",0.0164434477163258,-0.386056483688008
"11",-3.73140988758514,7.36386001706377,0.00670253290736842,-0.931903337343225,-0.21335238822569,-0.132129330945125,0.440498531839332,0,0.153461527957478,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","TGOLN2","ENSP00000366603.3;ENSP00000381312.2;ENSP00000387035.1;ENSP00000386443.3;ENSP00000391190.2",0.0249452009251222,-0.572627862784458
"12",-3.14985355886446,8.92032369762192,0.0118695001015027,-0.49234676063795,-0.0804300175543636,0.0028699734142176,0.289258362510374,0,0.0909211757766293,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","ANGPTL4","ENSP00000470307.1;ENSP00000473090.1;ENSP00000471345.1;ENSP00000301455.1;ENSP00000473025.1;ENSP00000377534.1;ENSP00000472551.1;ENSP00000472869.1",0.0381152358855114,-0.286388389096157
"13",-1.27134123629481,12.351858614601,0.227026401269789,-0.249456908744154,0.0652465541288703,0.00120522215108614,0.093310399458728,0,0.0724472507287445,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","COLEC10","ENSP00000332723.2",0.343143558078976,-0.0921051773076418
"14",-3.81320784300023,8.35297652685343,0.00474279578286756,-0.839398355607049,-0.209638578555616,-0.118226373426896,0.406292093654437,0,0.13755307569824,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","LRRC4B","ENSP00000471502.1;ENSP00000373853.3;ENSP00000498662.1;ENSP00000472528.1",0.0194410914694041,-0.524518467081332
"15",-1.26288189977061,14.6098313840506,0.226416039599344,-0.175792565497913,0.0451743478789126,0.0198860837627138,0.0851951925722141,0,0.0517143438522345,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","TIE1","ENSP00000361554.3;ENSP00000440063.1",0.343077269095825,-0.0653091088095002
"16",0.459108961576191,3.73401383786838,0.671599637586298,-0.880270777860967,1.21746151003252,0.149906134367884,-0.018689231717893,0,0.367222991045446,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","THUMPD2","ENSP00000423933.1;ENSP00000368001.4;ENSP00000434844.1;ENSP00000426202.2",0.761488690418116,0.168595366085778
"17",1.66302449277342,7.23304029701253,0.13887542168234,-0.0516394116461109,0.301922824674306,0.109481224117559,-0.0156604823965392,0,0.0752494668947416,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","C8A","ENSP00000354458.3",0.237328890655987,0.125141706514098
"18",0.090646436851695,14.1960338123986,0.929040138515292,-0.141413441986996,0.153911095798158,0.0124306099553581,0.00618178304977709,0,0.0689362662517516,"two.sided","Welch Two Sample t-test","x[-hc] and x[hc]","ANG","ENSP00000336762.6;ENSP00000381077.4",0.949317866983748,0.00624882690558104
