"mean_covid","mean_healthy","sd_covid","sd_healthy","number_covid","number_healthy","uniprot","gene_name","gene_id","entrez_id","prot_id"
4.1221190839213,4.11058086404108,0.0573137983215724,0.0975871222564433,23,10,"A0A075B6I0","IGLV8-61","ENSG00000211638",NA,"ENSP00000374818"
4.00557363672454,4.0298507691478,0.0860159194286715,0.0793666851078907,21,9,"A0A075B6I9","IGLV7-46","ENSG00000211649",NA,"ENSP00000374830"
3.89618446220588,3.90801526779837,0.0661295220651822,0.0585300144116458,23,10,"A0A075B6J9","IGLV2-18","ENSG00000211664",NA,"ENSP00000374845"
3.57402092175673,3.61981453486565,0.121556620578778,0.144589805073152,15,8,"A0A075B6K2","IGLV3-12","ENSG00000211667",NA,"ENSP00000374848"
4.07802857570294,4.11330197443591,0.0701726153210057,0.0661608668572681,23,10,"A0A075B6K5","IGLV3-9","ENSG00000211670",NA,"ENSP00000374851"
4.23748954665935,4.25976961627274,0.029642967494562,0.0266706095503832,23,10,"A0A075B6P5","IGKV2-28","ENSG00000282025",NA,"ENSP00000487690"
3.8662911474704,3.84594833643589,0.0873143815667196,0.0888048097422839,22,10,"A0A075B6Q5","IGHV3-64","ENSG00000274236",NA,"ENSP00000488676"
3.74630427361021,3.72372832520594,0.0852094124308587,0.0944163664740153,15,10,"A0A075B6R2","IGHV4-4","ENSG00000282223",NA,"ENSP00000487977"
3.84441701258252,3.90706889298055,0.126212125901467,0.115349122906752,16,10,"A0A075B6S2","IGKV2D-29","ENSG00000243264",NA,"ENSP00000417637"
3.87165058020901,3.88315931644773,0.10379453469685,0.0904638262518068,23,10,"A0A075B6S6","IGKV2D-30","ENSG00000239571",NA,"ENSP00000418948"
4.04467487660261,4.06658226005085,0.129274065795251,0.10255719462141,23,10,"A0A0A0MRZ8","IGKV3D-11","ENSG00000211632",NA,"ENSP00000374812"
3.83374791792366,3.8405393398062,0.101168831173301,0.104361787285264,23,10,"A0A0A0MS14","IGHV1-45","ENSG00000282776",NA,"ENSP00000488436"
3.59166454121698,3.60623519106764,0.195000451773296,0.199627521306024,23,10,"A0A0A0MT36","IGKV6D-21","ENSG00000225523",NA,"ENSP00000413304"
4.35401390549815,4.37029909251223,0.0688354672017252,0.0528962592471857,23,10,"A0A0B4J1U7","IGHV6-1","ENSG00000282745",NA,"ENSP00000488134"
3.63752499869316,3.66181422039409,0.177097468747619,0.145117610534316,23,10,"A0A0B4J1V2","IGHV2-26","ENSG00000282344",NA,"ENSP00000487857"
4.03538913511505,4.04536866239755,0.0640321102720591,0.0343573119500344,23,10,"A0A0B4J1X5","IGHV3-74","ENSG00000282305",NA,"ENSP00000488600"
4.04088393932282,4.05754696167935,0.0796801010745782,0.101574514459155,23,10,"A0A0B4J1Y8","IGLV9-49","ENSG00000223350",NA,"ENSP00000414456"
4.09444943782356,4.12639043576701,0.128343032266757,0.0917534214225181,23,10,"A0A0B4J1Y9","IGHV3-72","ENSG00000278042",NA,"ENSP00000488019"
3.78330179974611,3.8863105803014,0.0751571632220827,0.0719134689180166,19,7,"A0A0B4J1Z2","IGKV1D-43","ENSG00000242580",NA,"ENSP00000417961"
3.54036776877633,3.51466812913272,0.193130265303894,0.0624388740766107,22,10,"A0A0B4J2D9","IGKV1D-13","ENSG00000276566",NA,"ENSP00000480959"
3.94101839326673,4.02290607891615,0.0840505972972399,0.0213646068865914,20,6,"A0A0C4DH24","IGKV6-21","ENSG00000282210",NA,"ENSP00000488349"
4.37824301391055,4.35642640010866,0.041977948778298,0.116893429256819,23,10,"A0A0C4DH25","IGKV3D-20","ENSG00000211625",NA,"ENSP00000374805"
4.09425614426954,4.09953614274498,0.103167186238721,0.0774694339746705,23,10,"A0A0C4DH67","IGKV1-8","ENSG00000283113",NA,"ENSP00000488413"
4.07468282421688,4.09390708423086,0.0886837092367017,0.0734630523027393,23,10,"A0A0C4DH68","IGKV2-24","ENSG00000282671",NA,"ENSP00000488087"
3.97759986603187,4.00364442739569,0.0595271528062168,0.0409543983161767,23,10,"A0A0C4DH73","IGKV1-12","ENSG00000282694",NA,"ENSP00000488148"
3.71226118633708,3.68956495963308,0.129483262316651,0.15600096770775,4,2,"A0A0G2JS06","","ENSG00000281536",NA,"ENSP00000487241"
3.64151217748696,3.7083198926767,0.125792161170648,0.0688815906583373,11,4,"A0A0J9YVY3","IGHV7-4-1","ENSG00000282122",NA,"ENSP00000487727"
4.09712591837593,4.09285955879684,0.118695199935958,0.165695583754232,23,10,"A0A0J9YX35","IGHV3-64D","ENSG00000282639",NA,"ENSP00000488230"
4.12801418737088,4.16365058568558,0.0954110989332135,0.0567345786590909,23,10,"A0A0J9YXX1","IGHV5-10-1","ENSG00000282651",NA,"ENSP00000488144"
3.63034448886087,3.7123599844159,0.114195575361151,0.0795855525434271,16,8,"A0A1B0GTC6","C3orf85","ENSG00000241224",401081,"ENSP00000489642"
3.91071094044502,3.98677196668567,0.137761964895799,0.0781355589019395,23,10,"A2NJV5","IGKV2-29",NA,NA,NA
3.66411855262101,3.61357941910422,0.191262530545593,0.0696139618224091,6,5,"A2RUB6","CCDC66","ENSG00000180376",285331,"ENSP00000378167"
4.03916856322945,4.06711276387517,0.054653888146676,0.0583767811038096,23,9,"A3KN83","SBNO1","ENSG00000139697",55206,"ENSP00000387361"
3.62654877339144,4.09049606720167,0.076659928439366,0.0229567043763331,2,2,"A6NKQ9","CGB1","ENSG00000267631",114335,"ENSP00000301407"
4.54250372645693,4.57857230381613,0.0489806429039691,0.0543707169162656,23,10,"A8K855","EFCAB7","ENSG00000203965",84455,"ENSP00000360129"
3.75780335583164,3.79937891544421,0.0524756392492455,0.0455706152466582,6,6,"E7ETH6","ZNF587B","ENSG00000269343",100293516,"ENSP00000392410"
3.84694429967501,3.72305708018789,0.166130588412996,0.170797595952079,7,4,"O00151","PDLIM1","ENSG00000107438",9124,"ENSP00000360305"
3.71484053171285,NA,0.0221720574385041,NA,2,0,"O00161","SNAP23","ENSG00000092531",8773,"ENSP00000249647"
4.0515181578137,4.03304645325212,0.0399603017880168,0.0727915159602045,23,10,"O00187","MASP2","ENSG00000009724",10747,"ENSP00000383690"
3.83206367270871,3.83462638123832,0.121467417832174,0.158049434472511,6,2,"O00194","RAB27B","ENSG00000041353",5874,"ENSP00000262094"
3.76857367893877,3.76609932980075,0.149012597740595,NA,3,1,"O00244","ATOX1","ENSG00000177556",475,"ENSP00000316854"
3.93956406026431,3.97497583059796,0.0865494750659552,0.129856412779153,7,6,"O00391","QSOX1","ENSG00000116260",5768,"ENSP00000356574"
3.79881624714224,3.73101719025518,0.0795031456974711,0.065716834255962,22,8,"O00401","WASL","ENSG00000106299",8976,"ENSP00000223023"
4.23929132490525,4.29060863494383,0.0604223232776055,0.0571562490375849,23,10,"O14791","APOL1","ENSG00000100342",8542,"ENSP00000411507"
3.65114248140692,3.69599945688886,0.0944757391306061,0.108919404828993,21,9,"O14793","MSTN","ENSG00000138379",2660,"ENSP00000260950"
3.78887652482689,NA,0.213278945458881,NA,2,0,"O14950","MYL12B","ENSG00000118680",103910,"ENSP00000496809"
3.95734956565561,3.95564411104847,0.0690024580587923,0.0293841029701005,21,9,"O14960","LECT2","ENSG00000145826",3950,"ENSP00000274507"
3.84377011212826,3.63554280384708,0.27372012288546,NA,4,1,"O15031","PLXNB2","ENSG00000196576",23654,"ENSP00000409171"
4.24954791992446,4.19839874798298,0.0512642080983847,0.0294177176366449,23,10,"O15037","KHNYN","ENSG00000100441",23351,"ENSP00000251343"
4.19767447718321,4.14976632201635,0.126757071222014,0.220738751393693,22,10,"O15049","N4BP3","ENSG00000145911",23138,"ENSP00000274605"
3.52133178992436,3.6058512660572,0.115404737363342,0.0481698139879571,7,3,"O15335","CHAD","ENSG00000136457",1101,"ENSP00000423812"
3.50939845307669,3.48803987089226,0.0743200426680633,0.0441029289439751,4,2,"O15467","CCL16","ENSG00000275095",6360,"ENSP00000482168"
3.84147463381876,3.80082078655615,0.0908776766139189,0.120511156307486,23,10,"O15519","CFLAR","ENSG00000003402",8837,"ENSP00000413270"
3.95250036894216,4.00852492317841,0.0553455959613157,0.0544730649169408,23,10,"O43866","CD5L","ENSG00000073754",922,"ENSP00000357156"
3.70070111008696,NA,0.120662849501343,NA,2,0,"O60488","ACSL4","ENSG00000068366",2182,"ENSP00000419171"
3.77287272517626,3.62979724187185,0.185674190068209,0.0979453162402254,23,9,"O60814","H2BC12","ENSG00000197903",85236,"ENSP00000349430"
3.78353185302788,3.81043808584418,0.0823512758616748,0.0654858856805626,23,10,"O75340","PDCD6","ENSG00000249915",10016,"ENSP00000264933"
4.01605690074421,3.93752123331337,0.0942930144277475,0.157715438003506,23,10,"O75460","ERN1","ENSG00000178607",2081,"ENSP00000401445"
4.02885086444141,3.87712732190472,0.0700899480283535,0.28490979029574,20,6,"O75493","CA11","ENSG00000063180",770,"ENSP00000084798"
3.23456742234479,3.35432365209029,0.229682118975464,0.212451159464398,16,8,"O75594","PGLYRP1","ENSG00000008438",8993,"ENSP00000008938"
